all	26	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	121	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	59	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	119	5	1	4	5	1	4	4.327117025659819e-06	0.003137254901960784	4	2	
all	84	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	108	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	55	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	25	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	118	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	30	6	1	5	6	1	5	5.394847200822628e-06	0.002352941176470588	3	3	
all	50	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	10	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	24	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	90	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	35	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	80	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	116	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	125	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
all	1	1	1	0	1	1	0	5.6196325008569065e-08	0.0	9	5	
