hen	49	19	1	0.0032679738562091504	1	
hen	3	96	1	0.0032679738562091504	1	
hen	39	96	1	0.0032679738562091504	1	
hen	106	96	1	0.0032679738562091504	1	
hen	2	32	1	0.0032679738562091504	1	
hen	112	91	1	0.0032679738562091504	1	
hen	93	91	1	0.0032679738562091504	1	
hen	115	7	1	0.0032679738562091504	1	
hen	120	91	1	0.0032679738562091504	1	
hen	70	91	1	0.0032679738562091504	1	
hen	89	91	2	0.0032679738562091504	1	
hen	67	91	1	0.0032679738562091504	1	
hen	14	7	1	0.0032679738562091504	1	
edw	89	91	1	0.001893939393939394	4	
edw	91	7	1	0.02840909090909091	1	
edw	14	7	1	0.000946969696969697	33	
edw	14	91	3	0.000946969696969697	33	
edw	7	91	2	0.001893939393939394	4	
edw	117	91	1	0.001893939393939394	4	
edw	86	91	1	0.001893939393939394	4	
edw	60	91	1	0.001893939393939394	4	
edw	111	91	1	0.001893939393939394	4	
edw	12	91	1	0.001893939393939394	4	
edw	114	91	3	0.001893939393939394	4	
edw	114	30	1	0.000946969696969697	33	
edw	43	63	1	0.000946969696969697	33	
edw	43	91	3	0.001893939393939394	4	
edw	63	91	1	0.001893939393939394	4	
edw	105	91	1	0.001893939393939394	4	
edw	21	91	6	0.001893939393939394	4	
edw	46	91	1	0.001893939393939394	4	
edw	72	91	1	0.001893939393939394	4	
edw	67	91	3	0.001893939393939394	4	
edw	17	91	3	0.001893939393939394	4	
edw	65	91	1	0.001893939393939394	4	
edw	75	91	3	0.001893939393939394	4	
edw	26	91	1	0.001893939393939394	4	
edw	121	91	1	0.001893939393939394	4	
edw	59	91	1	0.001893939393939394	4	
edw	119	91	1	0.001893939393939394	4	
edw	84	91	1	0.001893939393939394	4	
edw	108	91	1	0.001893939393939394	4	
edw	55	91	1	0.001893939393939394	4	
edw	25	91	1	0.001893939393939394	4	
edw	118	7	1	0.001893939393939394	4	
edw	30	91	1	0.003787878787878788	2	
edw	50	30	1	0.002840909090909091	3	
edw	10	91	1	0.001893939393939394	4	
edw	24	91	1	0.001893939393939394	4	
mar	90	119	1	0.013888888888888888	1	
mar	75	30	1	0.013888888888888888	1	
mar	35	119	1	0.013888888888888888	1	
mar	80	119	1	0.013888888888888888	1	
mar	116	119	1	0.013888888888888888	1	
mar	125	30	1	0.013888888888888888	1	
mar	1	30	1	0.013888888888888888	1	
eli	3	96	1	0.005494505494505495	1	
eli	39	96	1	0.005494505494505495	1	
eli	106	96	1	0.005494505494505495	1	
eli	2	32	1	0.005494505494505495	1	
eli	112	91	1	0.005494505494505495	1	
eli	93	91	1	0.005494505494505495	1	
eli	115	7	1	0.005494505494505495	1	
eli	120	91	1	0.005494505494505495	1	
eli	70	91	1	0.005494505494505495	1	
eli	89	91	1	0.005494505494505495	1	
all	49	19	1	0.0003770739064856712	44	
all	3	96	1	0.0003770739064856712	44	
all	39	96	1	0.0003770739064856712	44	
all	106	96	1	0.0003770739064856712	44	
all	2	32	1	0.0003770739064856712	44	
all	112	91	1	0.0007541478129713424	12	
all	91	7	1	0.015082956259426848	1	
all	93	91	1	0.0007541478129713424	12	
all	115	7	1	0.0007541478129713424	12	
all	7	91	2	0.0011312217194570137	4	
all	120	91	1	0.0007541478129713424	12	
all	70	91	1	0.0007541478129713424	12	
all	89	91	2	0.0007541478129713424	12	
all	67	91	4	0.0007541478129713424	12	
all	14	7	1	0.0003770739064856712	44	
all	14	91	3	0.0003770739064856712	44	
all	117	91	1	0.0007541478129713424	12	
all	86	91	1	0.0007541478129713424	12	
all	60	91	1	0.0007541478129713424	12	
all	111	91	1	0.0007541478129713424	12	
all	12	91	1	0.0007541478129713424	12	
all	114	91	3	0.0007541478129713424	12	
all	114	30	1	0.0003770739064856712	44	
all	43	63	1	0.0003770739064856712	44	
all	43	91	3	0.0007541478129713424	12	
all	63	91	1	0.0007541478129713424	12	
all	105	91	1	0.0007541478129713424	12	
all	21	91	6	0.0007541478129713424	12	
all	46	91	1	0.0007541478129713424	12	
all	72	91	1	0.0007541478129713424	12	
all	17	91	3	0.0007541478129713424	12	
all	65	91	1	0.0007541478129713424	12	
all	75	91	3	0.0007541478129713424	12	
all	75	30	1	0.0003770739064856712	44	
all	26	91	1	0.0007541478129713424	12	
all	121	91	1	0.0007541478129713424	12	
all	59	91	1	0.0007541478129713424	12	
all	119	91	1	0.003770739064856712	2	
all	84	91	1	0.0007541478129713424	12	
all	108	91	1	0.0007541478129713424	12	
all	55	91	1	0.0007541478129713424	12	
all	25	91	1	0.0007541478129713424	12	
all	118	7	1	0.0007541478129713424	12	
all	30	91	1	0.0030165912518853697	3	
all	50	30	1	0.0011312217194570137	4	
all	10	91	1	0.0007541478129713424	12	
all	24	91	1	0.0007541478129713424	12	
all	90	119	1	0.0011312217194570137	4	
all	35	119	1	0.0011312217194570137	4	
all	80	119	1	0.0011312217194570137	4	
all	116	119	1	0.0011312217194570137	4	
all	125	30	1	0.0011312217194570137	4	
all	1	30	1	0.0011312217194570137	4	
