1	53.98	-1.5
2	53.78	-0.92
3	53.88	-0.45
4	53.96	-1.08
5	51.51	-0.13
6	51.52	-0.1
7	54.01	-1.47
8	54.13	-1.52
9	53.96	-1.45
10	53.83	-1.76
11	51.5	-0.12
12	53.76	-0.81
13	52.95	-1.15
14	53.23	-0.54
15	53.38	-0.21
16	52.92	-1.47
17	53.88	-1.52
18	51.87	-1.35
19	54.22	-1.39
20	53.88	-1.26
21	54.07	-1.99
22	53.69	-1.31
23	52.88	-1.03
24	53.74	-0.33
25	53.22	-1.68
26	54.19	-1.22
27	53.82	-1.6
28	54.11	-1.58
29	52.74	-2.4
30	52.87	-1.21
